cat_od,category,links,title,price,dis_price,description,images,In The Box,Model Number,Model Name,Color,Browse Type,SIM Type,Hybrid Sim Slot,Touchscreen,OTG Compatible,Quick Charging,Sound Enhancements,Display Size,Resolution,Resolution Type,Display Type,Other Display Features,Operating System,Processor Brand,Processor Type,Internal Storage,Primary Camera Available,Primary Camera,Primary Camera Features,Secondary Camera Available,Secondary Camera,Secondary Camera Features,Flash,HD Recording,Full HD Recording,Video Recording,Video Recording Resolution,Digital Zoom,Call Wait/Hold,Network Type,Supported Networks,Internet Connectivity,Pre-installed Browser,Bluetooth Support,Bluetooth Version,Wi-Fi,Wi-Fi Version,Wi-Fi Hotspot,NFC,EDGE,Map Support,GPS Support,Smartphone,SIM Size,Mobile Tracker,Removable Battery,SMS,Graphics PPI,Sensors,Series,Other Features,GPS Type,Audio Formats,Video Formats,Width,Height,Depth,Weight,Warranty Summary,Warranty Service Type,Domestic Warranty
4,phone,https://www.flipkart.com/apple-iphone-se-red-128-gb-includes-earpods-power-adapter/p/itma4202509da171?pid=MOBFRFXHNB5ED82D&lid=LSTMOBFRFXHNB5ED82DP6ZOLW&marketplace=FLIPKART&store=tyy%2F4io&srno=b_1_12&otracker=nmenu_sub_Electronics_0_iPhone%20SE&fm=organic&iid=c9843e80-d8d0-4bca-a452-cf8c2993dfd3.MOBFRFXHNB5ED82D.SEARCH&ppt=None&ppn=None&ssid=mmtlymoh5s0000001739454891596,"Apple iPhone SE (Red, 128 GB) (Includes EarPods, Power Adapter)","₹44,900","₹1,799","iPhone SE is the most powerful 11.94-cm (4.7) iPhone ever. It features the incredibly-fast A13 Bionic for incredible performance in apps, games, and photography, Portrait mode for studio-quality portraits and six lighting effects, Next-generation Smart HDR for incredible detail across highlights and shadows, Cinematic-quality 4K video, and all the advanced features of iOS. With long battery life and water resistance, it’s so much of the iPhone you love, in a not-so-big size.","['https://rukminim2.flixcart.com/image/416/416/k9loccw0/mobile/6/8/g/apple-iphone-se-mxvv2hn-a-original-imafrcqmfh4zznmq.jpeg?q=70&crop=false', 'https://rukminim2.flixcart.com/image/416/416/k9loccw0/mobile/6/8/g/apple-iphone-se-mxvv2hn-a-original-imafrcqmfh4zznmq.jpeg?q=70&crop=false', 'https://rukminim2.flixcart.com/image/416/416/k9loccw0/mobile/6/8/g/apple-iphone-se-mxvv2hn-a-original-imafrcqmfxhcrpsb.jpeg?q=70&crop=false', 'https://rukminim2.flixcart.com/image/416/416/k9loccw0/mobile/6/8/g/apple-iphone-se-mxvv2hn-a-original-imafrcqmzzajg3zg.jpeg?q=70&crop=false', 'https://rukminim2.flixcart.com/image/416/416/k9loccw0/mobile/6/8/g/apple-iphone-se-mxvv2hn-a-original-imafrcqmh5hgugse.jpeg?q=70&crop=false', 'https://rukminim2.flixcart.com/image/416/416/k9loccw0/mobile/6/8/g/apple-iphone-se-mxvv2hn-a-original-imafrcqmyhg8h82e.jpeg?q=70&crop=false', 'https://rukminim2.flixcart.com/image/416/416/k9loccw0/mobile/p/z/q/apple-iphone-se-mxd02hn-a-original-imafrcpjsnr2n9uz.jpeg?q=70&crop=false', 'https://rukminim2.flixcart.com/image/416/416/k9loccw0/mobile/6/8/g/apple-iphone-se-mxvv2hn-a-original-imafrcqmphrvysm9.jpeg?q=70&crop=false', 'https://rukminim2.flixcart.com/image/416/416/k9loccw0/mobile/6/8/g/apple-iphone-se-mxvv2hn-a-original-imafrcqmn2873425.jpeg?q=70&crop=false', 'https://rukminim2.flixcart.com/image/416/416/k9loccw0/mobile/6/8/g/apple-iphone-se-mxvv2hn-a-original-imafrcqmhkqzv7xx.jpeg?q=70&crop=false', 'https://rukminim2.flixcart.com/image/416/416/k9loccw0/mobile/6/8/g/apple-iphone-se-mxvv2hn-a-original-imafrcqmqesyfhhy.jpeg?q=70&crop=false']","iPhone, EarPods with Lightning Connector, Lightning to USB Cable, USB Power Adapter, Documentation",MXD22HN/A,iPhone SE,Red,Smartphones,Dual Sim,No,Yes,No,Yes,Built-in Stereo Speaker,11.94 cm (4.7 inch),1334 x 750 Pixels,Retina HD Display,Retina HD Display,"Widescreen HD LCD Retina Multi-touch IPS Display (1400:1 Contrast Ratio (Typical), True Tone Display, Wide Color Display (P3), Haptic Touch, 625 nits Max Brightness (Typical), Fingerprint-resistant Oleophobic Coating, Display Zoom, Reachability)",iOS 13,Apple,A13 Bionic Chip with 3rd Gen Neural Engine,128 GB,Yes,12MP Rear Camera,"12MP Wide Camera, F/1.8 Aperture, Portrait Mode with Advanced Bokeh and Depth Control, Portrait Lighting with Six Effects (Natural, Studio, Contour, Stage, Stage Mono, High-Key Mono), Optical Image Stabilisation, Six‑element Lens, Panorama (Upto 63 MP), Sapphire Crystal Lens Cover, Autofocus with Focus Pixels, Wide Color Capture for Photos and Live Photos, Next-generation Smart HDR for Photos, Advanced Red-eye Correction, Auto Image Stabilisation, Burst Mode, Photo Geotagging, Image Formats Captured: HEIF and JPEG | Video: 4K Video Recording Upto 60 fps, 1080p HD Video Recording Upto 60fps, 720p HD Video Recording at 30 fps, Extended Dynamic Range for Video Upto 30 fps, Optical Image Stabilisation for Video, QuickTake Video, Slow-motion Video Support for 1080p Upto 240 fps, Time-lapse Video with Stabilisation, Cinematic Video Stabilisation (4K,1080p and 720p), Continuous Autofocus Video, Take 8 MP Still Photos while Recording 4K Video, Playback Zoom, Video Formats Recorded: HEVC and H.264, Stereo Recording",Yes,7MP Front Camera,"7 MP Camera, F/2.2 Aperture, Portrait Mode with Advanced Bokeh and Depth Control, Portrait Lighting with Six Effects (Natural, Studio, Contour, Stage, Stage Mono, High-Key Mono), 1080p HD Video Recording at 30 fps, QuickTake Video, Wide Color Capture for Photos and Live Photos, Auto HDR for Photos, Auto Image Stabilisation, Burst Mode, Cinematic Video Stabilisation (1080p and 720p)",Rear: LED True Tone Flash with Slow Sync | Front: Retina Flash,Yes,Yes,Yes,"4K, 1080p, 720p","Photo: Digital Zoom Upto 5x, Video: Digital Zoom Upto 3x",Yes,"4G VOLTE, 4G, 3G, 2G","4G VoLTE, 4G LTE, WCDMA, GSM","4G, 3G, Wi-Fi, EDGE",Safari,Yes,v5.0,Yes,802.11ax (Wi-Fi 6 with 2x2 MIMO),Yes,Yes,Yes,Maps,Yes,Yes,Nano + eSIM,Yes,No,Yes,326 PPI,"Touch ID Fingerprint Sensor, Barometer, Three-axis gyro, Accelerometer, Proximity Sensor, Ambient Light Sensor",iPhone SE,"Splash, Water and Dust Resistant (IP67 Rated (Maximum Depth of 1 metre Upto 30 mins) Under IEC Standard 60529), Fingerprint Sensor Built into the Home Hutton, Digital Compass, iBeacon Micro-location, Video Calling (FaceTime Video Calling Over Wi-Fi or Mobile Data), Audio Calling (FaceTime Audio Calling Over Wi-Fi or Mobile Data, Voice over LTE (VoLTE), Wi-Fi Calling), Fast Charge Capable (Upto 50% Charge in 30 mins with 18 W Adapter or Higher), Wireless Charging (Works with Qi Chargers), Accessibility: Voice Control, VoiceOver, Zoom, Magnifier, RTT and TTY Support, Siri and Dictation, Type to Siri, Switch Control, Closed Captions, AssistiveTouch, Speak Screen, Rating for Hearing Aids: M3, T4","A-GPS, GLONASS","AAC-LC, HE-AAC, HE-AAC v2, Protected AAC, MP3, Linear PCM, Apple Lossless, FLAC, Dolby Digital (AC-3), Dolby Digital Plus (E-AC-3) and Audible (Formats 2, 3, 4, Audible Enhanced Audio, AAX and AAX+)","HEVC, H.264, MPEG-4 Part 2 and Motion JPEG",67.3 mm,138.4 mm,7.3 mm,148 g,1 year warranty for phone and 1 year warranty for in Box Accessories.,NA,1 Year
4,phone,https://www.flipkart.com/apple-iphone-se-white-256-gb-includes-earpods-power-adapter/p/itma00a19e11c81b?pid=MOBFRFXHPZCHAPEH&lid=LSTMOBFRFXHPZCHAPEHYNDQMA&marketplace=FLIPKART&store=tyy%2F4io&srno=b_1_13&otracker=nmenu_sub_Electronics_0_iPhone%20SE&fm=organic&iid=c9843e80-d8d0-4bca-a452-cf8c2993dfd3.MOBFRFXHPZCHAPEH.SEARCH&ppt=None&ppn=None&ssid=mmtlymoh5s0000001739454891596,"Apple iPhone SE (White, 256 GB) (Includes EarPods, Power Adapter)","₹54,900",,"iPhone SE is the most powerful 11.94-cm (4.7) iPhone ever. It features the incredibly-fast A13 Bionic for incredible performance in apps, games, and photography, Portrait mode for studio-quality portraits and six lighting effects, Next-generation Smart HDR for incredible detail across highlights and shadows, Cinematic-quality 4K video, and all the advanced features of iOS. With long battery life and water resistance, it’s so much of the iPhone you love, in a not-so-big size.","['https://rukminim2.flixcart.com/image/416/416/k9loccw0/mobile/6/b/z/apple-iphone-se-mxd12hn-a-original-imafrcqf9nze6evk.jpeg?q=70&crop=false', 'https://rukminim2.flixcart.com/image/416/416/k9loccw0/mobile/6/b/z/apple-iphone-se-mxd12hn-a-original-imafrcqf9nze6evk.jpeg?q=70&crop=false', 'https://rukminim2.flixcart.com/image/416/416/k9loccw0/mobile/6/b/z/apple-iphone-se-mxd12hn-a-original-imafrcqfsuzwa3dz.jpeg?q=70&crop=false', 'https://rukminim2.flixcart.com/image/416/416/k9loccw0/mobile/6/b/z/apple-iphone-se-mxd12hn-a-original-imafrcqfftzjrwbr.jpeg?q=70&crop=false', 'https://rukminim2.flixcart.com/image/416/416/k9loccw0/mobile/6/b/z/apple-iphone-se-mxd12hn-a-original-imafrcqftzs6tybk.jpeg?q=70&crop=false', 'https://rukminim2.flixcart.com/image/416/416/k9loccw0/mobile/6/b/z/apple-iphone-se-mxd12hn-a-original-imafrcqfuchr38jz.jpeg?q=70&crop=false', 'https://rukminim2.flixcart.com/image/416/416/k9loccw0/mobile/p/z/q/apple-iphone-se-mxd02hn-a-original-imafrcpjsnr2n9uz.jpeg?q=70&crop=false', 'https://rukminim2.flixcart.com/image/416/416/k9loccw0/mobile/6/b/z/apple-iphone-se-mxd12hn-a-original-imafrcqfbabmc4yn.jpeg?q=70&crop=false', 'https://rukminim2.flixcart.com/image/416/416/k9loccw0/mobile/6/b/z/apple-iphone-se-mxd12hn-a-original-imafrcqftfcfzxbf.jpeg?q=70&crop=false', 'https://rukminim2.flixcart.com/image/416/416/k9loccw0/mobile/6/b/z/apple-iphone-se-mxd12hn-a-original-imafrcqfwxpk3czr.jpeg?q=70&crop=false', 'https://rukminim2.flixcart.com/image/416/416/k9loccw0/mobile/6/b/z/apple-iphone-se-mxd12hn-a-original-imafrcqfdhrrbsmq.jpeg?q=70&crop=false']","iPhone, EarPods with Lightning Connector, Lightning to USB Cable, USB Power Adapter, Documentation",MXVU2HN/A,iPhone SE,White,Smartphones,Dual Sim,No,Yes,No,Yes,Built-in Stereo Speaker,11.94 cm (4.7 inch),1334 x 750 Pixels,Retina HD Display,Retina HD Display,"Widescreen HD LCD Retina Multi-touch IPS Display (1400:1 Contrast Ratio (Typical), True Tone Display, Wide Color Display (P3), Haptic Touch, 625 nits Max Brightness (Typical), Fingerprint-resistant Oleophobic Coating, Display Zoom, Reachability)",iOS 13,Apple,A13 Bionic Chip with 3rd Gen Neural Engine,256 GB,Yes,12MP Rear Camera,"12MP Wide Camera, F/1.8 Aperture, Portrait Mode with Advanced Bokeh and Depth Control, Portrait Lighting with Six Effects (Natural, Studio, Contour, Stage, Stage Mono, High-Key Mono), Optical Image Stabilisation, Six‑element Lens, Panorama (Upto 63 MP), Sapphire Crystal Lens Cover, Autofocus with Focus Pixels, Wide Color Capture for Photos and Live Photos, Next-generation Smart HDR for Photos, Advanced Red-eye Correction, Auto Image Stabilisation, Burst Mode, Photo Geotagging, Image Formats Captured: HEIF and JPEG | Video: 4K Video Recording Upto 60 fps, 1080p HD Video Recording Upto 60fps, 720p HD Video Recording at 30 fps, Extended Dynamic Range for Video Upto 30 fps, Optical Image Stabilisation for Video, QuickTake Video, Slow-motion Video Support for 1080p Upto 240 fps, Time-lapse Video with Stabilisation, Cinematic Video Stabilisation (4K,1080p and 720p), Continuous Autofocus Video, Take 8 MP Still Photos while Recording 4K Video, Playback Zoom, Video Formats Recorded: HEVC and H.264, Stereo Recording",Yes,7MP Front Camera,"7 MP Camera, F/2.2 Aperture, Portrait Mode with Advanced Bokeh and Depth Control, Portrait Lighting with Six Effects (Natural, Studio, Contour, Stage, Stage Mono, High-Key Mono), 1080p HD Video Recording at 30 fps, QuickTake Video, Wide Color Capture for Photos and Live Photos, Auto HDR for Photos, Auto Image Stabilisation, Burst Mode, Cinematic Video Stabilisation (1080p and 720p)",Rear: LED True Tone Flash with Slow Sync | Front: Retina Flash,Yes,Yes,Yes,"4K, 1080p, 720p","Photo: Digital Zoom Upto 5x, Video: Digital Zoom Upto 3x",Yes,"4G VOLTE, 4G, 3G, 2G","4G VoLTE, 4G LTE, WCDMA, GSM","4G, 3G, Wi-Fi, EDGE",Safari,Yes,v5.0,Yes,802.11ax (Wi-Fi 6 with 2x2 MIMO),Yes,Yes,Yes,Maps,Yes,Yes,Nano + eSIM,Yes,No,Yes,326 PPI,"Touch ID Fingerprint Sensor, Barometer, Three-axis gyro, Accelerometer, Proximity Sensor, Ambient Light Sensor",iPhone SE,"Splash, Water and Dust Resistant (IP67 Rated (Maximum Depth of 1 metre Upto 30 mins) Under IEC Standard 60529), Fingerprint Sensor Built into the Home Hutton, Digital Compass, iBeacon Micro-location, Video Calling (FaceTime Video Calling Over Wi-Fi or Mobile Data), Audio Calling (FaceTime Audio Calling Over Wi-Fi or Mobile Data, Voice over LTE (VoLTE), Wi-Fi Calling), Fast Charge Capable (Upto 50% Charge in 30 mins with 18 W Adapter or Higher), Wireless Charging (Works with Qi Chargers), Accessibility: Voice Control, VoiceOver, Zoom, Magnifier, RTT and TTY Support, Siri and Dictation, Type to Siri, Switch Control, Closed Captions, AssistiveTouch, Speak Screen, Rating for Hearing Aids: M3, T4","A-GPS, GLONASS","AAC-LC, HE-AAC, HE-AAC v2, Protected AAC, MP3, Linear PCM, Apple Lossless, FLAC, Dolby Digital (AC-3), Dolby Digital Plus (E-AC-3) and Audible (Formats 2, 3, 4, Audible Enhanced Audio, AAX and AAX+)","HEVC, H.264, MPEG-4 Part 2 and Motion JPEG",67.3 mm,138.4 mm,7.3 mm,148 g,1 year warranty for phone and 1 year warranty for in Box Accessories.,NA,1 Year
